id,artist,title,label,category,format,price,item_url,thumb_url
175,Unkle Fon,47 Ronin,Serenades,techno,12inch,10.99,https://clone.nl//item62647.html,https://clone.nl/platen/artwork/large/plaatimage61951.jpg
176,Ryuji Takeuchi ,Essentials,Monnom Black,techno,12inch,23.99,https://clone.nl//item62646.html,https://clone.nl/platen/artwork/large/plaatimage61950.jpg
177,Raiders Of The Lost Arp,Voyager,Rave Or Die,techno,12inch,23.99,https://clone.nl//item62643.html,https://clone.nl/platen/artwork/large/plaatimage61947.jpg
178,AADJA,Thought Dealer,Euphoric State,techno,12inch,23.99,https://clone.nl//item62641.html,https://clone.nl/platen/artwork/large/plaatimage61944.jpg
179,Doctors Pepper and Fashion,Days of Our Lives,Solar One Music,techno,12inch,14.99,https://clone.nl//item62635.html,https://clone.nl/platen/artwork/large/plaatimage61940.jpg
180,Konduku,Orbu,Cultivated Electronics,techno,12inch,23.99,https://clone.nl//item62625.html,https://clone.nl/platen/artwork/large/plaatimage61931.jpg
181,Berg Jaar / Breekbaar,Dagger,Likemind,techno,12inch,14.99,https://clone.nl//item62617.html,https://clone.nl/platen/artwork/large/plaatimage61923.jpg
182,Various Artist,Sonic Groove 25 Years,Mindri,techno,2LP,12.49,https://clone.nl//item62615.html,https://clone.nl/platen/artwork/large/plaatimage61922.jpg
183,P.E.A.R.L.,We Will Not All Fall,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item62610.html,https://clone.nl/platen/artwork/large/plaatimage61916.jpg
184,Nene H,Scene Analysis,Clone Classic Cuts,techno,12inch,12.99,https://clone.nl//item62609.html,https://clone.nl/platen/artwork/large/plaatimage61915.jpg
185,Farren Laen,Attention Renders Our Reality,Clone Classic Cuts,techno,12inch,21.99,https://clone.nl//item62604.html,https://clone.nl/platen/artwork/large/plaatimage61910.jpg
186,Map.ache,What Does That Mean,Clone Classic Cuts,techno,2LP,13.49,https://clone.nl//item62599.html,https://clone.nl/platen/artwork/large/plaatimage61904.jpg
187,CrusHerr,Target Acid,Clone Classic Cuts,techno,12inch,12.99,https://clone.nl//item62594.html,https://clone.nl/platen/artwork/large/plaatimage61899.jpg
188,IXRQ,Intersect,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item62593.html,https://clone.nl/platen/artwork/large/plaatimage61898.jpg
189,Dj Steve,Mainline EP,Clone Classic Cuts,techno,12inch,12.49,https://clone.nl//item62585.html,https://clone.nl/platen/artwork/large/plaatimage61891.jpg
190,Marino / Same O,Mango & Patricia,Clone Classic Cuts,techno,12inch,10.99,https://clone.nl//item62528.html,https://clone.nl/platen/artwork/large/plaatimage61836.jpg
191,Christina Chatfield,Ascent / Descent EP,Disco Inferno,techno,12inch,11.49,https://clone.nl//item62526.html,https://clone.nl/platen/artwork/large/plaatimage62055.jpg
192,Eszaid,Meet The Top Boys,Avoidance,techno,12inch,11.99,https://clone.nl//item62506.html,https://clone.nl/platen/artwork/large/plaatimage61815.jpg
193,Steven Rutter ,Riddle Me Sane,Spaziotempo,techno,2x12inch,10.99,https://clone.nl//item62503.html,https://clone.nl/platen/artwork/large/plaatimage61812.jpg
194,Adam Curtain ,Doors of Perception,AD 93,techno,12inch,29.99,https://clone.nl//item62499.html,https://clone.nl/platen/artwork/large/plaatimage61808.jpg
195,Metal,Point Vacancies,XL Recordings,techno,12inch,21.99,https://clone.nl//item62497.html,https://clone.nl/platen/artwork/large/plaatimage61806.jpg
196,Various Artists,We Are The Vineyard Vol.I,Varme,techno,12inch,21.99,https://clone.nl//item62493.html,https://clone.nl/platen/artwork/large/plaatimage61802.jpg
197,Nick Klein,Actor-Network Theory,Syberian,techno,LP,9.99,https://clone.nl//item62492.html,https://clone.nl/platen/artwork/large/plaatimage61801.jpg
198,Regis,Tongue Box,Hypnus Records,techno,2LP,11.99,https://clone.nl//item62491.html,https://clone.nl/platen/artwork/large/plaatimage61800.jpg
199,Joe McBride / Jack Lever,FE001/SK222,Uncanny Valley,techno,2LP,16.49,https://clone.nl//item62483.html,https://clone.nl/platen/artwork/large/plaatimage61784.jpg
200,Jasmine Inifiniti,Bxtch Slap,030303,techno,2x12inch,11.49,https://clone.nl//item62477.html,https://clone.nl/platen/artwork/large/plaatimage61780.jpg
201,Various Artists,Fukuinn 01,International Day Off,techno,12inch,12.99,https://clone.nl//item62467.html,https://clone.nl/platen/artwork/large/plaatimage61775.jpg
202,Luz1e,Radical Optimism,Rawax,techno,12inch + Download,23.99,https://clone.nl//item62456.html,https://clone.nl/platen/artwork/large/plaatimage61763.jpg
203,Jack Keo,303less Anxiety EP (Incl. Otis Remix),Hoga Nord Rekords,techno,12inch,12.99,https://clone.nl//item62453.html,https://clone.nl/platen/artwork/large/plaatimage61760.jpg
204,Polito,Ultraparallel,Hoga Nord Rekords,techno,12inch,13.49,https://clone.nl//item62450.html,https://clone.nl/platen/artwork/large/plaatimage61758.jpg
205,Various Artists,TOOMUCHISTHEMINIMUM,Hoga Nord Rekords,techno,12inch,13.49,https://clone.nl//item62444.html,https://clone.nl/platen/artwork/large/plaatimage61752.jpg
206,Dj Plant Texture a.k.a. A662,Musica Techno Para Discoteca Vol. 2,Spazio Disponibile,techno,12inch,12.49,https://clone.nl//item62443.html,https://clone.nl/platen/artwork/large/plaatimage61751.jpg
207,Various Artists,Transhumanism 4,Echocentric Records,techno,12inch,17.99,https://clone.nl//item62438.html,https://clone.nl/platen/artwork/large/plaatimage61746.jpg
208,Break The Limits,Paranoize,The Wormhole,techno,12inch,11.99,https://clone.nl//item62429.html,https://clone.nl/platen/artwork/large/plaatimage62156.jpg
209,Max Mason,Romjet,Too Rough For Radio,techno,12inch,11.99,https://clone.nl//item62426.html,https://clone.nl/platen/artwork/large/plaatimage61733.jpg
210,Bigeneric,Alchemist Dreams & Future Tales,Ilian Tape,techno,2x12inch,13.49,https://clone.nl//item62424.html,https://clone.nl/platen/artwork/large/plaatimage61730.jpg
211,Laroze,Licence To Kill,Testlab,techno,12inch,10.99,https://clone.nl//item62423.html,https://clone.nl/platen/artwork/large/plaatimage61729.jpg
212,Marco Shuttle,Inner Euphoria ,Futurepast,techno,12inch,10.99,https://clone.nl//item62418.html,https://clone.nl/platen/artwork/large/plaatimage61725.jpg
213,Feral,L'Aube Rouge,Humanoid Recordings,techno,12inch,10.99,https://clone.nl//item62414.html,https://clone.nl/platen/artwork/large/plaatimage61721.jpg
214,Phara,The Great Attractor EP,Drifted Records,techno,12inch,11.49,https://clone.nl//item62413.html,https://clone.nl/platen/artwork/large/plaatimage61720.jpg
215,DJCJ,Make of the Geez,Disco Inferno,techno,7inch,26.99,https://clone.nl//item62411.html,https://clone.nl/platen/artwork/large/plaatimage61718.jpg
216,Advent,Planting Seeds,Modular Underground,techno,12inch,10.49,https://clone.nl//item62408.html,https://clone.nl/platen/artwork/large/plaatimage61715.jpg
217,Manisdron,Untitled,Koryu Budo,techno,12inch,10.49,https://clone.nl//item62401.html,https://clone.nl/platen/artwork/large/plaatimage61707.jpg
218,Iueke,Untitled,Pure Hate,techno,12inch,16.99,https://clone.nl//item62400.html,https://clone.nl/platen/artwork/large/plaatimage61706.jpg
219,Sam De La Rosa,Slick People EP,Superluminal,techno,12inch,22.99,https://clone.nl//item62384.html,https://clone.nl/platen/artwork/large/plaatimage61692.jpg
220,New Frames,Outer Limits ,Trip,techno,12inch,10.99,https://clone.nl//item62368.html,https://clone.nl/platen/artwork/large/plaatimage61678.jpg
221,Surgeons Girl,A Violet Sleep EP,Doo,techno,12inch,10.99,https://clone.nl//item62367.html,https://clone.nl/platen/artwork/large/plaatimage61677.jpg
222,FOQL,Szkarady,Nous klaer Audio,techno,12inch,10.99,https://clone.nl//item62365.html,https://clone.nl/platen/artwork/large/plaatimage61675.jpg
223,Thoma Bulwer & Anna Wall,Thoma Bulwer & Anna Wall For Centrepoint ,Room,techno,12inch,13.99,https://clone.nl//item62363.html,https://clone.nl/platen/artwork/large/plaatimage61673.jpg
224,Speedy J presents V/A,STOOR comp 1,Sonic groove,techno,2LP,13.49,https://clone.nl//item62360.html,https://clone.nl/platen/artwork/large/plaatimage61669.jpg
225,Beau Wanzer,Busted And Bamboozled,Moral Standards,techno,EP,14.99,https://clone.nl//item62359.html,https://clone.nl/platen/artwork/large/plaatimage61668.jpg
226,Airpeople,7 Deadlies,Moral Standards,techno,12inch,32.99,https://clone.nl//item62358.html,https://clone.nl/platen/artwork/large/plaatimage61667.jpg
227,Bambounou,033,Laen Disc,techno,12inch,12.99,https://clone.nl//item62355.html,https://clone.nl/platen/artwork/large/plaatimage61664.jpg
228,Jacopo,Jacopo plays Benassi,Giegling,techno,12inch,12.49,https://clone.nl//item62354.html,https://clone.nl/platen/artwork/large/plaatimage61663.jpg
229,Dave Tarrida,Glasgow Kiss,Murdercapital,techno,2x12inch,13.49,https://clone.nl//item62353.html,https://clone.nl/platen/artwork/large/plaatimage61662.jpg
230,Lukes Anger,Varvet 014,Stilleben,techno,12inch,20.99,https://clone.nl//item62352.html,https://clone.nl/platen/artwork/large/plaatimage61661.jpg
231,Massturbator,Massturbator EP,Klasse Wrecks,techno,12inch,25.99,https://clone.nl//item62351.html,https://clone.nl/platen/artwork/large/plaatimage61660.jpg
232,4E,Pills & Thrills,44 Tours Records,techno,12inch,34.99,https://clone.nl//item62350.html,https://clone.nl/platen/artwork/large/plaatimage61659.jpg
233,Izmir Acid,TTXX 0007,As You Like It Recordings,techno,12inch,24.99,https://clone.nl//item62349.html,https://clone.nl/platen/artwork/large/plaatimage61658.jpg
234,Deniro,Coachella,LIES,techno,12inch,18.99,https://clone.nl//item62347.html,https://clone.nl/platen/artwork/large/plaatimage61656.jpg
235,DMX Krew,Overseer,Firescope Records,techno,12inch,23.99,https://clone.nl//item62346.html,https://clone.nl/platen/artwork/large/plaatimage61655.jpg
236,Wladimir M.,Evil / Planet E (Skee Mask Remix),Trouble Maker,techno,12inch,10.99,https://clone.nl//item62345.html,https://clone.nl/platen/artwork/large/plaatimage61654.jpg
237,Florence,The Vineyard (Convextion & Peter Ford Remixes),ESP institute,techno,12inch,23.99,https://clone.nl//item62344.html,https://clone.nl/platen/artwork/large/plaatimage61653.jpg
238,Smoke,EP 3 ,Red Rec,techno,12inch,23.99,https://clone.nl//item62335.html,https://clone.nl/platen/artwork/large/plaatimage61643.jpg
239,Varg2 (TM) & Exploited Body,Etsin Turvaa,iDEAL Recordings,techno,EP,23.99,https://clone.nl//item62333.html,https://clone.nl/platen/artwork/large/plaatimage61641.jpg
240,Free The ID,No Rest Among Angels,Downwards,techno,EP,14.99,https://clone.nl//item62331.html,https://clone.nl/platen/artwork/large/plaatimage61639.jpg
241,Plush Managements Inc,Magic Plush,Furthur Electronix,techno,12inch,23.99,https://clone.nl//item62330.html,https://clone.nl/platen/artwork/large/plaatimage61638.jpg
242,Blazej Malinowski,States of Consciousness,Dark Entries,techno,12inch,14.99,https://clone.nl//item62326.html,https://clone.nl/platen/artwork/large/plaatimage61634.jpg
243,DreamKiller,Cloud Nine,Solar One Music,techno,12inch,12.49,https://clone.nl//item62324.html,https://clone.nl/platen/artwork/large/plaatimage61632.jpg
244,Umwelt,Escape The Future,Cultivated Electronics,techno,12inch,10.99,https://clone.nl//item62322.html,https://clone.nl/platen/artwork/large/plaatimage61630.jpg
245,Aux 88,Voice Modulation EP,Likemind,techno,12inch,13.49,https://clone.nl//item62321.html,https://clone.nl/platen/artwork/large/plaatimage61629.jpg
246,Kassir,Brown White,Mindri,techno,12inch,9.99,https://clone.nl//item62316.html,https://clone.nl/platen/artwork/large/plaatimage61624.jpg
247,Carl Craig & Moritz Von Oswald,Attenuator,Clone Classic Cuts,techno,12inch,13.99,https://clone.nl//item62315.html,https://clone.nl/platen/artwork/large/plaatimage61623.jpg
248,Keith Carnal,Sec 004,Clone Classic Cuts,techno,12inch,13.49,https://clone.nl//item62310.html,https://clone.nl/platen/artwork/large/plaatimage61618.jpg
249,Beau Wanzer,Kitchen Clock,Clone Classic Cuts,techno,12inch,11.49,https://clone.nl//item62302.html,https://clone.nl/platen/artwork/large/plaatimage61610.jpg
250,Michael Space,Beyond The Ego EP001 ,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item62297.html,https://clone.nl/platen/artwork/large/plaatimage61605.jpg
251,Bobby,Variations on a Theme,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item62295.html,https://clone.nl/platen/artwork/large/plaatimage61603.jpg
252,David Vunk,Bunker 4017,Clone Classic Cuts,techno,12inch,11.99,https://clone.nl//item62289.html,https://clone.nl/platen/artwork/large/plaatimage61596.jpg
253,Introversion,REM,Clone Classic Cuts,techno,12inch,12.49,https://clone.nl//item62278.html,https://clone.nl/platen/artwork/large/plaatimage61587.jpg
254,Various Artists,POWVAC025,Clone Classic Cuts,techno,12inch,12.50,https://clone.nl//item62277.html,https://clone.nl/platen/artwork/large/plaatimage61571.jpg
255,Black Cadmium,Chemistry EP,Disco Inferno,techno,12inch,10.99,https://clone.nl//item62269.html,https://clone.nl/platen/artwork/large/plaatimage61563.jpg
256,He/aT,"Not Exactly The Summer Of Love, Is It",Avoidance,techno,12inch,9.99,https://clone.nl//item62265.html,https://clone.nl/platen/artwork/large/plaatimage61558.jpg
257,Group Rhoda,Passing Shades,Fukuinn,techno,LP,10.99,https://clone.nl//item62264.html,https://clone.nl/platen/artwork/large/plaatimage61559.jpg
258,Various,20in20c,Voitax,techno,12inch,11.49,https://clone.nl//item62257.html,https://clone.nl/platen/artwork/large/plaatimage61552.jpg
259,Various,20in20b,Gamine,techno,12inch,13.99,https://clone.nl//item62256.html,https://clone.nl/platen/artwork/large/plaatimage61551.jpg
260,Various,20in20a,Butter Sessions,techno,12inch,11.49,https://clone.nl//item62255.html,https://clone.nl/platen/artwork/large/plaatimage61550.jpg
261,Bobo,Pt 1 - I Hope I Never Experience It EP,Kaos,techno,12inch,14.99,https://clone.nl//item62248.html,https://clone.nl/platen/artwork/large/plaatimage61544.jpg
262,Freddy Fresh,Analog EP,Oaks,techno,12inch,14.99,https://clone.nl//item62247.html,https://clone.nl/platen/artwork/large/plaatimage61543.jpg
263,Ignez ,SMV002 ,Bass Agenda,techno,12inch,14.99,https://clone.nl//item62239.html,https://clone.nl/platen/artwork/large/plaatimage61535.jpg
264,Leroy Se Meurt,Makine Kulturu,Musique Plastique,techno,12inch,12.99,https://clone.nl//item62235.html,https://clone.nl/platen/artwork/large/plaatimage61531.jpg
265,Mathias Kaden,Control Your Mind (Inc. Marcel Dettmann Remix),Boiled Wonderland Records,techno,12inch,10.99,https://clone.nl//item62227.html,https://clone.nl/platen/artwork/large/plaatimage61523.jpg
266,Mark Flash,Alkebulan,Moto Music,techno,12inch,15.99,https://clone.nl//item62225.html,https://clone.nl/platen/artwork/large/plaatimage61521.jpg
267,Various Artists,Needs x World Mental Healthy Day 2020 ,RTCT,techno,2x12inch,14.99,https://clone.nl//item62219.html,https://clone.nl/platen/artwork/large/plaatimage61515.jpg
268,Quadratschulz,Quadratschulz EP,Eerie,techno,12inch,21.99,https://clone.nl//item62212.html,https://clone.nl/platen/artwork/large/plaatimage61498.jpg
269,Hammer,Strong Enough (w/ Mall Grab Remix),Aube Rouge,techno,12inch,12.99,https://clone.nl//item62211.html,https://clone.nl/platen/artwork/large/plaatimage61497.jpg
270,Various Artists,Coven,Soma,techno,12inch,14.99,https://clone.nl//item62208.html,https://clone.nl/platen/artwork/large/plaatimage61494.jpg
271,DJ Detox,RM12009,Lifeforms,techno,12inch,13.99,https://clone.nl//item62206.html,https://clone.nl/platen/artwork/large/plaatimage61492.jpg
272,Placid One,HPU013,Perc Trax,techno,12inch,18.99,https://clone.nl//item62204.html,https://clone.nl/platen/artwork/large/plaatimage61490.jpg
273,Various Artists,Reso LP A/B (Roseoto EP),LIES,techno,12inch,24.99,https://clone.nl//item62203.html,https://clone.nl/platen/artwork/large/plaatimage61489.jpg
274,Endlec,Kalposa (Endlec remix),LIES,techno,12inch,11.99,https://clone.nl//item62197.html,https://clone.nl/platen/artwork/large/plaatimage61484.jpg
275,Romance Disaster,Take Off Your Past,Mannequin records,techno,12inch,11.49,https://clone.nl//item62194.html,https://clone.nl/platen/artwork/large/plaatimage61481.jpg
276,Various Artists,In The Dark Again 11,BITE,techno,12inch,11.99,https://clone.nl//item62193.html,https://clone.nl/platen/artwork/large/plaatimage61480.jpg
277,CN,More Obscure Research EP ,Livity Sound,techno,EP,11.99,https://clone.nl//item62191.html,https://clone.nl/platen/artwork/large/plaatimage61478.jpg
278,Neil Landstrumm & Brain Rays,Dark Magus EP,Enfant Terrible Gooiland Elektro,techno,12inch,10.99,https://clone.nl//item62189.html,https://clone.nl/platen/artwork/large/plaatimage61475.jpg
279,Peder Mannerfelt,Ensnared,Serenity,techno,12inch,10.99,https://clone.nl//item62184.html,https://clone.nl/platen/artwork/large/plaatimage61471.jpg
280,Diego Hostettler,Superposition,STOOR,techno,12inch,9.99,https://clone.nl//item62182.html,https://clone.nl/platen/artwork/large/plaatimage61469.jpg
281,C-MEM,C-MEM,Ophism,techno,12inch,9.99,https://clone.nl//item62181.html,https://clone.nl/platen/artwork/large/plaatimage61466.jpg
282,Diego Hostettler,Mouth Full Of Fresh Cut Flowers,Terrestrial Funk,techno,2x12inch,13.99,https://clone.nl//item62180.html,https://clone.nl/platen/artwork/large/plaatimage61465.jpg
283,DJ Slip,Perfection In Use,AD 93,techno,12inch,10.99,https://clone.nl//item62179.html,https://clone.nl/platen/artwork/large/plaatimage61464.jpg
284,Diego Hostettler,Mind Detergent (Robert Hood remixes),Jacop,techno,12inch,10.99,https://clone.nl//item62178.html,https://clone.nl/platen/artwork/large/plaatimage61463.jpg
285,Killer DJs,The Killer EP,Varvet,techno,12inch,13.99,https://clone.nl//item62177.html,https://clone.nl/platen/artwork/large/plaatimage61462.jpg
286,Riccardo,A Series of Unexpected Lives,Varvet,techno,12inch,10.99,https://clone.nl//item62173.html,https://clone.nl/platen/artwork/large/plaatimage61458.jpg
287,Headless Horseman,Inhabited Shadows,Temple Traxx,techno,2x12inch,11.49,https://clone.nl//item62169.html,https://clone.nl/platen/artwork/large/plaatimage61454.jpg
288,Human Space Machine,Cycle,Temple Traxx,techno,12inch,9.99,https://clone.nl//item62167.html,https://clone.nl/platen/artwork/large/plaatimage61452.jpg
289,Pillow Queen,Burns Me Up,Temple Traxx,techno,12inch,13.99,https://clone.nl//item62164.html,https://clone.nl/platen/artwork/large/plaatimage61449.jpg
